"receita";"uniorcam";"arrecadado_janeiro";"arrecadado_fevereiro";"arrecadado_marco";"arrecadado_abril";"arrecadado_maio";"arrecadado_junho";"arrecadado_julho";"arrecadado_agosto";"arrecadado_setembro";"arrecadado_outubro";"arrecadado_novembro";"arrecadado_dezembro";"meta_1bim";"meta_2bim";"meta_3bim";"meta_4bim";"meta_5bim";"meta_6bim";"caracteristica_peculiar_receita";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000132100110199090";"0201";3,11;0;0;0;12,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;NA;2019
"00000132100110199100";"0201";0;0;9,31;9,31;0;0;0;11,51;0;0;0;0;0;0;0;0;0;0;0;1200;NA;2019
"00000132100110199110";"0201";0;0;0;0;0;0;0;172,96;0;0;0;0;0;0;0;0;0;0;0;1207;NA;2019
"00000132100110199120";"0201";0;0;0;0;0;0;0;0;332,66;271,99;250,59;228,9;0;0;0;0;0;0;0;1207;NA;2019
"00000132100110199130";"0201";0;0;0;0;0;0;0;0;0;0;411,94;376,28;0;0;0;0;0;0;0;1206;NA;2019
"00000132100110199140";"0201";0;0;0;0;0;0;0;0;0;34,14;0;0;0;0;0;0;0;0;0;1206;NA;2019
"00000132100110199150";"0201";0;0;0;0;0;0;0;0;0;0;170,86;156,07;0;0;0;0;0;0;0;1203;NA;2019
"00000132100110199160";"0201";0;0;0;0;0;0;0;0;0;9,63;0,02;0,01;0;0;0;0;0;0;0;1203;NA;2019
"00000132100110200000";"0201";9637,01;10291,51;10236,22;11309,8;11636,15;10903,27;14684,24;11595,12;13095,35;10235,44;4349,46;3929,37;22999,82;22999,82;22999,82;22999,82;22999,82;22999,82;0;0;NA;2019
"00000132100110299000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;22999,82;22999,82;22999,82;22999,82;22999,82;22999,82;0;1;NA;2019
"00000132100110299010";"0201";3890,42;6751,59;4695,24;3843,97;5862,2;8697,75;3988,19;2058,92;733,87;665,31;385,67;67,87;0;0;0;0;0;0;0;1;NA;2019
"00000132100110299020";"0201";5400,38;3018,58;4951,72;6786,82;5135,76;1463,15;6866,47;3566,46;1028,86;527,58;843,27;730,33;0;0;0;0;0;0;0;1;NA;2019
"00000132100110299050";"0201";346,21;521,34;589,26;679,01;638,19;742,37;1055,09;975,65;1022,77;1253,35;1144,44;618,71;0;0;0;0;0;0;0;1;NA;2019
"00000132100110299080";"0201";0;0;0;0;0;0;2774,49;4994,09;10309,85;7789,2;1976,08;2512,46;0;0;0;0;0;0;0;1;NA;2019
"00000132100400000000";"0201";491067,89;92753;107274,83;204735,77;454949,94;480350,29;216480,03;58000,37;398347,38;438846,76;13479,04;257513,75;346605,2;346605,2;346605,2;346605,2;346605,2;346605,17;0;0;NA;2019
"00000132100410000000";"1201";0;0;0;0;0;0;0;0;0;0;0;0;346605,2;346605,2;346605,2;346605,2;346605,2;346605,17;0;50;NA;2019
"00000132100410100000";"1201";162260,46;19297,33;21818,53;58764,06;144607,47;153447,01;54580,52;0;123065,07;126207,73;0;46705,92;0;0;0;0;0;0;0;50;NA;2019
"00000132100410200000";"1201";154891,16;11563,45;10435,86;44254,41;131848,37;136404,65;42401,72;0;106119,6;109446,84;0;31808,9;0;0;0;0;0;0;0;50;NA;2019
"00000132100410300000";"1201";61605,82;8134,44;8373,62;22302,65;54592,34;58217,48;20643,56;0;47050,63;37317,82;0;0;0;0;0;0;0;0;0;50;NA;2019
"00000132100410400000";"1201";26908,85;21383,24;21513,36;24412,61;32005,45;28240,45;34663,43;26288,68;31791,76;22222,86;0;0;0;0;0;0;0;0;0;50;NA;2019
"00000132100410600000";"1201";54592,5;8131,03;20620,5;26974,5;55230;70453,5;23178;1040,49;52608;58491;0;36972;0;0;0;0;0;0;0;50;NA;2019
"00000132100410700000";"1201";30809,1;24234,3;24512,96;28027,54;36666,31;33587,2;41012,8;30671,2;37712,32;32074,42;13076,68;17176,17;0;0;0;0;0;0;0;50;NA;2019
"00000132100410800000";"1201";0;9,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;NA;2019
"00000132100410900000";"1201";0;0;0;0;0;0;0;0;0;9312,6;402,36;42590,54;0;0;0;0;0;0;0;50;NA;2019
"00000132100411000000";"1201";0;0;0;0;0;0;0;0;0;8501,46;0;23864,49;0;0;0;0;0;0;0;50;NA;2019
"00000132100411100000";"1201";0;0;0;0;0;0;0;0;0;11655,38;0;17719,33;0;0;0;0;0;0;0;50;NA;2019
"00000132100411200000";"1201";0;0;0;0;0;0;0;0;0;23616,65;0;40676,4;0;0;0;0;0;0;0;50;NA;2019
"00000136000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;4858,8;4858,8;4858,8;4858,8;4858,8;4858,85;0;0;NA;2019
"00000136001000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;4858,8;4858,8;4858,8;4858,8;4858,8;4858,85;0;0;NA;2019
"00000136001100000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;4858,8;4858,8;4858,8;4858,8;4858,8;4858,85;0;0;NA;2019
"00000136001110000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;4858,8;4858,8;4858,8;4858,8;4858,8;4858,85;0;1;NA;2019
"00000160000000000000";"0201";2220;2830;2535;2830;2305;4415;3215;3190;1670;2005;1195;3835;3440,38;3440,38;3440,38;3440,38;3440,38;3440,41;0;0;NA;2019
"00000161000000000000";"0201";2220;2830;2535;2830;2305;4415;3215;3190;1670;2005;1195;3635;3440,38;3440,38;3440,38;3440,38;3440,38;3440,41;0;0;NA;2019
"00000161001000000000";"0201";2220;2830;2535;2830;2305;4415;3215;3190;1670;2005;1195;3635;3440,38;3440,38;3440,38;3440,38;3440,38;3440,41;0;0;NA;2019
"00000161001100000000";"0201";2220;2830;2535;2830;2305;4415;3215;3190;1670;2005;1195;3635;3440,38;3440,38;3440,38;3440,38;3440,38;3440,41;0;0;NA;2019
"00000161001110000000";"0201";2220;2830;2535;2830;2305;4415;3215;3190;1670;2005;1195;3635;3440,38;3440,38;3440,38;3440,38;3440,38;3440,41;0;0;NA;2019
"00000161001110100000";"0201";2220;2830;2535;2830;2305;4415;3215;3190;1670;2005;1195;3635;3440,38;3440,38;3440,38;3440,38;3440,38;3440,41;0;1;NA;2019
"00000162000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;NA;2019
"00000162002000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;NA;2019
"00000162002100000000";"0201";0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;NA;2019
"00000162002110000000";"0201";0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;NA;2019
"00000162002110100000";"0201";0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;1;NA;2019
"00000170000000000000";"0201";1915907,4;1857084,24;1781423,53;2103940,74;1908990,37;1755475,53;2093463,19;1750333,94;1681418,62;1912404,41;1866999,59;3534957,26;3798256,49;3733243,85;3805878,28;4422868,82;3406710,42;5064760,21;0;0;NA;2019
"00000171000000000000";"0201";838302,65;972934,81;746485,72;731459,95;915356,94;760794,18;975693,09;784869,08;692631,79;725331,39;829999,28;1915615,22;1897995,85;1505327,51;1812083,98;1824647,23;1440271,03;2615828;0;0;NA;2019
"00000171800000000000";"0201";838302,65;972934,81;746485,72;731459,95;915356,94;760794,18;975693,09;784869,08;692631,79;725331,39;829999,28;1915615,22;1897995,85;1505327,51;1812083,98;1824647,23;1440271,03;2615828;0;0;NA;2019
"00000171801000000000";"0201";776260,86;849031,41;635491,6;620103,8;796178,89;628202,08;857103,52;627115,23;577462,05;569700,09;700025,23;1189961,06;1673745,68;1282441,67;1590811,35;1548482,3;1214295,28;2298391,19;0;0;NA;2019
"00000171801200000000";"0201";772681,65;848744,53;635491,6;619992;795651,68;626733,1;515465,92;625591,85;556869,01;512670,22;695766,87;831474,12;1672269,61;1281941,62;1586773,48;1200571,38;1167507,15;1936600,76;0;0;NA;2019
"00000171801210000000";"0201";772681,65;848744,53;635491,6;619992;795651,68;626733,1;515465,92;625591,85;556869,01;512670,22;695766,87;831474,12;1672269,61;1281941,62;1586773,48;1200571,38;1167507,15;1936600,76;0;0;NA;2019
"00000171801210100000";"0201";463608,98;509246,72;381294,96;371995,2;477391;376039,87;309279,54;375355,09;334121,41;307602,13;417460,14;498884,45;1003361,77;769164,97;952064,1;720342,84;700504,29;1161960,43;0;1;NA;2019
"00000171801210200000";"0201";38634,09;42437,23;31774,58;30999,6;39782,58;31336,65;25773,3;31279,6;27843,45;25633,52;34788,34;41573,71;83613,48;64097,08;79338,67;60028,57;58375,36;96830,04;0;20;NA;2019
"00000171801210300000";"0201";115902,25;127311,68;95323,74;92998,8;119347,76;94009,96;77319,89;93838,78;83530,35;76900,53;104365,02;124721,13;250840,44;192291,24;238016,02;180085,7;175126,07;290490,13;0;40;NA;2019
"00000171801210400000";"0201";154536,33;169748,9;127098,32;123998,4;159130,34;125346,62;103093,19;125118,38;111373,8;102534,04;139153,37;166294,83;334453,92;256388,33;317354,69;240114,27;233501,43;387320,16;0;31;NA;2019
"00000171801300000000";"0201";0;0;0;0;0;0;0;0;0;0;0;354693,52;0;0;0;0;0;351095;0;0;NA;2019
"00000171801310000000";"0201";0;0;0;0;0;0;0;0;0;0;0;354693,52;0;0;0;0;0;351095;0;0;NA;2019
"00000171801310100000";"0201";0;0;0;0;0;0;0;0;0;0;0;212816,11;0;0;0;0;0;210657;0;1;NA;2019
"00000171801310200000";"0201";0;0;0;0;0;0;0;0;0;0;0;88673,38;0;0;0;0;0;87773,75;0;20;NA;2019
"00000171801310300000";"0201";0;0;0;0;0;0;0;0;0;0;0;53204,03;0;0;0;0;0;52664,25;0;40;NA;2019
"00000171801400000000";"0201";0;0;0;0;0;0;341589,25;0;0;0;0;0;0;0;0;347497;0;0;0;0;NA;2019
"00000171801410000000";"0201";0;0;0;0;0;0;341589,25;0;0;0;0;0;0;0;0;347497;0;0;0;0;NA;2019
"00000171801410100000";"0201";0;0;0;0;0;0;204953,55;0;0;0;0;0;0;0;0;208498,2;0;0;0;1;NA;2019
"00000171801410200000";"0201";0;0;0;0;0;0;85397,31;0;0;0;0;0;0;0;0;86874,25;0;0;0;20;NA;2019
"00000171801410300000";"0201";0;0;0;0;0;0;51238,39;0;0;0;0;0;0;0;0;52124,55;0;0;0;40;NA;2019
"00000171801500000000";"0201";3579,21;286,88;0;111,8;527,21;1468,98;48,35;1523,38;20593,04;57029,87;4258,36;3793,42;1476,07;500,05;4037,87;413,92;46788,13;10695,43;0;0;NA;2019
"00000171801510000000";"0201";3579,21;286,88;0;111,8;527,21;1468,98;48,35;1523,38;20593,04;57029,87;4258,36;3793,42;1476,07;500,05;4037,87;413,92;46788,13;10695,43;0;0;NA;2019
"00000171801510100000";"0201";2147,52;172,12;0;67,08;316,31;881,38;29,01;914,04;12355,81;34217,94;2555,02;2276,07;885,63;300,03;2422,72;248,37;28072,89;6417,25;0;1;NA;2019
"00000171801510200000";"0201";178,96;14,34;0;5,59;26,37;73,45;2,42;76,16;1029,66;2851,48;212,92;189,66;73,81;25;201,9;20,69;2339,4;534,77;0;20;NA;2019
"00000171801510300000";"0201";536,88;43,04;0;16,77;79,09;220,35;7,25;228,51;3088,96;8554,47;638,75;569,01;221,42;75,01;605,68;62,08;7018,22;1604,31;0;40;NA;2019
"00000171801510400000";"0201";715,85;57,38;0;22,36;105,44;293,8;9,67;304,67;4118,61;11405,98;851,67;758,68;295,21;100,01;807,57;82,78;9357,62;2139,1;0;31;NA;2019
"00000171802000000000";"0201";9782,84;9614,89;9354,46;8625,55;10959,94;11095,95;12081,88;9599,63;10552,64;10430,12;11386,23;10481,96;23755,07;22165,17;22684,23;27121,08;26458,44;25085,81;0;0;NA;2019
"00000171802200000000";"0201";0;0;0;130,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2019
"00000171802210000000";"0201";0;0;0;130,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000171802600000000";"0201";9782,84;9614,89;9354,46;8494,8;10959,94;11095,95;12081,88;9599,63;10552,64;10430,12;11386,23;10481,96;23755,07;22165,17;22684,23;27121,08;26458,44;25085,81;0;0;NA;2019
"00000171802610000000";"0201";9782,84;9614,89;9354,46;8494,8;10959,94;11095,95;12081,88;9599,63;10552,64;10430,12;11386,23;10481,96;23755,07;22165,17;22684,23;27121,08;26458,44;25085,81;0;1;NA;2019
"00000171803000000000";"0201";24008,46;72631,65;72631,65;76631,65;73855,65;73422,86;72422,86;72422,86;74422,86;102813,86;75269,67;120211,76;114910,58;117118,07;114910,58;114910,58;114910,58;218163,59;0;0;NA;2019
"00000171803100000000";"0201";20150,16;63740,16;63740,16;63740,16;63740,16;63531,37;63531,37;63531,37;63531,37;81783,31;66661,37;104566,77;100477,16;100477,16;100477,16;100477,16;100477,16;185183,65;0;0;NA;2019
"00000171803110000000";"0201";20150,16;63740,16;63740,16;63740,16;63740,16;63531,37;63531,37;63531,37;63531,37;81783,31;66661,37;104566,77;100477,16;100477,16;100477,16;100477,16;100477,16;185183,65;0;4500;NA;2019
"00000171803200000000";"0201";735,83;735,83;735,83;735,83;959,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;0;2207,49;0;0;0;6846,47;0;0;NA;2019
"00000171803210000000";"0201";735,83;735,83;735,83;735,83;959,83;735,83;735,83;735,83;735,83;735,83;735,83;735,83;0;2207,49;0;0;0;6846,47;0;4501;NA;2019
"00000171803300000000";"0201";0;5033,19;5033,19;9033,19;6033,19;6033,19;5033,19;5033,19;7033,19;17172,25;4750;11579,64;8681;8681;8681;8681;8681;20381,01;0;0;NA;2019
"00000171803310000000";"0201";0;5033,19;5033,19;9033,19;6033,19;6033,19;5033,19;5033,19;7033,19;17172,25;4750;11579,64;8681;8681;8681;8681;8681;20381,01;0;4502;NA;2019
"00000171803400000000";"0201";3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3329,52;5752,42;5752,42;5752,42;5752,42;5752,42;5752,46;0;0;NA;2019
"00000171803410000000";"0201";3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3122,47;3329,52;5752,42;5752,42;5752,42;5752,42;5752,42;5752,46;0;4503;NA;2019
"00000171805000000000";"0201";26716,79;34165,11;29008,01;24525,15;32803,15;31666,06;32630,53;24261,86;28740,93;27762,32;27949,67;21783,78;59367,04;57385,12;57460,34;57915,79;58389,25;47970,07;0;0;NA;2019
"00000171805100000000";"0201";26716,79;23889,67;18732,57;18517,35;18260,07;21398,26;16457,45;16834,06;16835,49;16066,88;16254,23;16981,83;49106,56;36864,16;36115,58;36296,43;36624,49;35759,68;0;0;NA;2019
"00000171805110000000";"0201";26716,79;23889,67;18732,57;18517,35;18260,07;21398,26;16457,45;16834,06;16835,49;16066,88;16254,23;16981,83;49106,56;36864,16;36115,58;36296,43;36624,49;35759,68;0;1014;NA;2019
"00000171805200000000";"0201";0;0;0;0;0;0;210;0;210;0;0;0;0;0;0;0;420;0;0;0;NA;2019
"00000171805210000000";"0201";0;0;0;0;0;0;210;0;210;0;0;0;0;0;0;0;420;0;0;1036;NA;2019
"00000171805300000000";"0201";0;6007,8;6007,8;6007,8;6007,8;10267,8;7427,8;7427,8;7427,8;7427,8;7427,8;0;6098,4;12196,8;13020,6;13295,2;13020,6;6458,4;0;0;NA;2019
"00000171805310000000";"0201";0;6007,8;6007,8;6007,8;6007,8;10267,8;7427,8;7427,8;7427,8;7427,8;7427,8;0;6098,4;12196,8;13020,6;13295,2;13020,6;6458,4;0;0;NA;2019
"00000171805310100000";"0201";0;2534,4;2534,4;2534,4;2534,4;2534,4;2534,4;2534,4;2534,4;2534,4;2534,4;0;2498,4;4996,8;4996,8;4996,8;4996,8;2858,4;0;1001;NA;2019
"00000171805310200000";"0201";0;2011,6;2011,6;2011,6;2011,6;2011,6;2011,6;2011,6;2011,6;2011,6;2011,6;0;2256;4512;4512;4512;4512;2256;0;1031;NA;2019
"00000171805310300000";"0201";0;1187,2;1187,2;1187,2;1187,2;1187,2;1187,2;1187,2;1187,2;1187,2;1187,2;0;1344;2688;2688;2688;2688;1344;0;1033;NA;2019
"00000171805310400000";"0201";0;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;179,2;0;0;0;537,6;716,8;537,6;0;0;1059;NA;2019
"00000171805310500000";"0201";0;95,4;95,4;95,4;95,4;95,4;95,4;95,4;95,4;95,4;95,4;0;0;0;286,2;381,6;286,2;0;0;1071;NA;2019
"00000171805310600000";"0201";0;0;0;0;0;4260;1420;1420;1420;1420;1420;0;0;0;0;0;0;0;0;1070;NA;2019
"00000171805400000000";"0201";0;4267,64;4267,64;0;8535,28;0;8535,28;0;4267,64;4267,64;4267,64;4267,64;4162,08;8324,16;8324,16;8324,16;8324,16;5217,68;0;0;NA;2019
"00000171805410000000";"0201";0;4267,64;4267,64;0;8535,28;0;8535,28;0;4267,64;4267,64;4267,64;4267,64;4162,08;8324,16;8324,16;8324,16;8324,16;5217,68;0;1016;NA;2019
"00000171805900000000";"0201";0;0;0;0;0;0;0;0;0;0;0;534,31;0;0;0;0;0;534,31;0;0;NA;2019
"00000171805910000000";"0201";0;0;0;0;0;0;0;0;0;0;0;534,31;0;0;0;0;0;534,31;0;0;NA;2019
"00000171805910100000";"0201";0;0;0;0;0;0;0;0;0;0;0;534,31;0;0;0;0;0;534,31;0;1013;NA;2019
"00000171806000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8324,28;8324,28;8324,28;8324,28;8324,28;8324,22;0;0;NA;2019
"00000171806100000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8324,28;8324,28;8324,28;8324,28;8324,28;8324,22;0;0;NA;2019
"00000171806110000000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;8324,28;8324,28;8324,28;8324,28;8324,28;8324,22;0;0;NA;2019
"00000171806110100000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;4994,56;4994,56;4994,56;4994,56;4994,56;4994,58;0;1;NA;2019
"00000171806110200000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;416,22;416,22;416,22;416,22;416,22;416,18;0;20;NA;2019
"00000171806110300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;1248,64;1248,64;1248,64;1248,64;1248,64;1248,64;0;40;NA;2019
"00000171806110400000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;1664,86;1664,86;1664,86;1664,86;1664,86;1664,82;0;31;NA;2019
"00000171808000000000";"0201";0;0;0;0;0;0;0;50000;0;0;0;0;0;0;0;50000;0;0;0;0;NA;2019
"00000171808100000000";"0201";0;0;0;0;0;0;0;50000;0;0;0;0;0;0;0;50000;0;0;0;0;NA;2019
"00000171808110000000";"0201";0;0;0;0;0;0;0;50000;0;0;0;0;0;0;0;50000;0;0;0;0;NA;2019
"00000171808110100000";"0201";0;0;0;0;0;0;0;50000;0;0;0;0;0;0;0;50000;0;0;0;4500;NA;2019
"00000171812000000000";"0201";1533,7;7491,75;0;1573,8;1559,31;16407,23;1454,3;1469,5;1453,31;14625;15368,48;152925,83;17893,2;17893,2;17893,2;17893,2;17893,2;17893,12;0;0;NA;2019
"00000171812100000000";"0201";1533,7;7491,75;0;1573,8;1559,31;16407,23;1454,3;1469,5;1453,31;14625;15368,48;152925,83;17893,2;17893,2;17893,2;17893,2;17893,2;17893,12;0;0;NA;2019
"00000171812110000000";"0201";1533,7;7491,75;0;1573,8;1559,31;16407,23;1454,3;1469,5;1453,31;14625;15368,48;152925,83;17893,2;17893,2;17893,2;17893,2;17893,2;17893,12;0;0;NA;2019
"00000171812110100000";"0201";1533,7;1491,75;0;1573,8;1559,31;3076,4;1454,3;1469,5;1453,31;1430;1430;1430;2767,76;2767,76;2767,76;2767,76;2767,76;2767,71;0;1038;NA;2019
"00000171812110200000";"0201";0;0;0;0;0;0;0;0;0;0;743,48;5186,66;254,92;254,92;254,92;254,92;254,92;254,96;0;1067;NA;2019
"00000171812110300000";"0201";0;0;0;0;0;7330,83;0;0;0;7195;7195;80309,17;6151,76;6151,76;6151,76;6151,76;6151,76;6151,75;0;1021;NA;2019
"00000171812110400000";"0201";0;6000;0;0;0;6000;0;0;0;6000;6000;66000;8718,76;8718,76;8718,76;8718,76;8718,76;8718,7;0;1064;NA;2019
"00000171899000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;420250,83;0;0;0;0;0;0;0;0;NA;2019
"00000171899100000000";"0201";0;0;0;0;0;0;0;0;0;0;0;420250,83;0;0;0;0;0;0;0;0;NA;2019
"00000171899110000000";"0201";0;0;0;0;0;0;0;0;0;0;0;420250,83;0;0;0;0;0;0;0;0;NA;2019
"00000171899110100000";"0201";0;0;0;0;0;0;0;0;0;0;0;420250,83;0;0;0;0;0;0;0;1008;NA;2019
"00000172000000000000";"0201";811427,96;654078,05;796978,92;1115332,42;736447,38;796741,84;889501,28;742072,98;791992,17;952669,74;796195,87;1330851,64;1438956,51;1759127,5;1545921,55;2190518,52;1475296,7;1948138,06;0;0;NA;2019
"00000172800000000000";"0201";811427,96;654078,05;796978,92;1115332,42;736447,38;796741,84;889501,28;742072,98;791992,17;952669,74;796195,87;1330851,64;1438956,51;1759127,5;1545921,55;2190518,52;1475296,7;1948138,06;0;0;NA;2019
"00000172801000000000";"0201";775210,08;653898,05;739347,66;1045768,66;704417,43;725350,58;826770,37;667847,09;722116,25;875856,14;712380,03;1272521,07;1369685,3;1655954,38;1445433,39;2075986,98;1360173,08;1664148,98;0;0;NA;2019
"00000172801100000000";"0201";618821,7;610146,58;676733;859374,85;622647,46;692008,13;799594,24;642362,41;706395,54;854815,91;698088,74;1168049,41;1165543,01;1383658,25;1350546,25;2031803,37;1322880,41;1576941,88;0;0;NA;2019
"00000172801110000000";"0201";618821,7;610146,58;676733;859374,85;622647,46;692008,13;799594,24;642362,41;706395,54;854815,91;698088,74;1168049,41;1165543,01;1383658,25;1350546,25;2031803,37;1322880,41;1576941,88;0;0;NA;2019
"00000172801110100000";"0201";371293;366087,96;406039,8;515624,9;373588,48;415204,87;479756,54;385417,46;423837,33;512889,53;418853,25;700829,65;699325,81;830194,94;810327,76;1456682,03;793728,25;946165,11;0;1;NA;2019
"00000172801110200000";"0201";30941,09;30507,32;33836,65;42968,75;31132,37;34600,41;39979,71;32118,12;35319,77;42740,8;34904,43;58402,47;58277,15;69182,92;67527,31;71890,17;66144,02;78847,09;0;20;NA;2019
"00000172801110300000";"0201";92823,26;91521,98;101509,95;128906,23;93397,12;103801,22;119939,14;96354,35;105959,33;128222,39;104713,3;175207,4;174831,45;207548,74;202581,93;215670,5;198432,06;236541,3;0;40;NA;2019
"00000172801110400000";"0201";123764,35;122029,32;135346,6;171874,97;124529,49;138401,63;159918,85;128472,48;141279,11;170963,19;139617,76;233609,89;233108,6;276731,65;270109,25;287560,67;264576,08;315388,38;0;31;NA;2019
"00000172801200000000";"0201";141251,34;34267,37;52183,36;172166,51;71804,33;22469,32;13346,62;15956,03;6700,44;3854,66;3790,51;92779,09;180717,81;248871,65;73791,3;20759,13;13868,19;66111,31;0;0;NA;2019
"00000172801210000000";"0201";141251,34;34267,37;52183,36;172166,51;71804,33;22469,32;13346,62;15956,03;6700,44;3854,66;3790,51;92779,09;180717,81;248871,65;73791,3;20759,13;13868,19;66111,31;0;0;NA;2019
"00000172801210100000";"0201";84750,79;20560,39;31309,96;103299,87;43082,57;13481,58;8007,93;9573,61;4020,25;2312,76;2274,3;55667,44;108430,69;149323;44274,77;12455,47;8320,92;39666,78;0;1;NA;2019
"00000172801210200000";"0201";7062,56;1713,38;2609,19;8608,33;3590,19;1123,46;667,36;797,8;335,03;192,75;189,52;4638,95;9035,89;12443,58;3689,57;1037,96;693,41;3305,56;0;20;NA;2019
"00000172801210300000";"0201";21187,69;5140,11;7827,53;25824,99;10770,65;3370,4;2001,99;2393,4;1005,07;578,21;568,58;13916,86;27107,67;37330,74;11068,7;3113,87;2080,22;9916,71;0;40;NA;2019
"00000172801210400000";"0201";28250,3;6853,49;10436,68;34433,32;14360,92;4493,88;2669,34;3191,22;1340,09;770,94;758,11;18555,84;36143,56;49774,33;14758,26;4151,83;2773,64;13222,26;0;31;NA;2019
"00000172801300000000";"0201";12625,77;9484,1;10431,3;11844,66;9965,64;10873,13;11600,48;9528,65;9020,27;15007,46;10500,78;11692,57;21095,84;21095,84;21095,84;21095,84;21095,84;21095,79;0;0;NA;2019
"00000172801310000000";"0201";12625,77;9484,1;10431,3;11844,66;9965,64;10873,13;11600,48;9528,65;9020,27;15007,46;10500,78;11692,57;21095,84;21095,84;21095,84;21095,84;21095,84;21095,79;0;0;NA;2019
"00000172801310100000";"0201";7575,46;5690,45;6258,77;7106,79;5979,38;6523,87;6960,28;5717,19;5412,17;9004,45;6300,46;7015,52;12657,5;12657,5;12657,5;12657,5;12657,5;12657,49;0;1;NA;2019
"00000172801310200000";"0201";631,29;474,21;521,57;592,23;498,28;543,66;580,03;476,43;451,01;750,38;525,04;584,64;1054,8;1054,8;1054,8;1054,8;1054,8;1054,75;0;20;NA;2019
"00000172801310300000";"0201";1893,87;1422,62;1564,69;1776,7;1494,85;1630,97;1740,07;1429,3;1353,04;2251,13;1575,12;1753,89;3164,38;3164,38;3164,38;3164,38;3164,38;3164,35;0;40;NA;2019
"00000172801310400000";"0201";2525,15;1896,82;2086,27;2368,94;1993,13;2174,63;2320,1;1905,73;1804,05;3001,5;2100,16;2338,52;4219,16;4219,16;4219,16;4219,16;4219,16;4219,2;0;31;NA;2019
"00000172801400000000";"0201";2511,27;0;0;2382,64;0;0;2229,03;0;0;2178,11;0;0;2328,64;2328,64;0;2328,64;2328,64;0;0;0;NA;2019
"00000172801410000000";"0201";2511,27;0;0;2382,64;0;0;2229,03;0;0;2178,11;0;0;2328,64;2328,64;0;2328,64;2328,64;0;0;1018;NA;2019
"00000172803000000000";"0201";4000;180;25781,31;37661,31;180;39541,31;30880,96;42375,94;30058,91;44963,65;51835;26480,62;39356,22;43356,22;40671,26;54714,64;55306,72;196002,08;0;0;NA;2019
"00000172803100000000";"0201";4000;180;25781,31;37661,31;180;39541,31;30880,96;42375,94;30058,91;44963,65;51835;26480,62;39356,22;43356,22;40671,26;54714,64;55306,72;196002,08;0;0;NA;2019
"00000172803110000000";"0201";4000;180;25781,31;37661,31;180;39541,31;30880,96;42375,94;30058,91;44963,65;51835;26480,62;39356,22;43356,22;40671,26;54714,64;55306,72;196002,08;0;0;NA;2019
"00000172803110100000";"0201";0;180;12460,69;12460,69;180;12280,69;12460,34;24705,32;12538,29;18694,57;24394,38;360;0;0;0;0;0;148584,93;0;4011;NA;2019
"00000172803110200000";"0201";0;0;10000;10000;0;16000;10000;10000;10000;10000;15000;20000;30000;30000;30000;30000;30000;30000;0;4090;NA;2019
"00000172803110300000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;2488,52;2488,52;2488,52;2488,52;2488,52;2488,55;0;4090;NA;2019
"00000172803110400000";"0201";0;0;1320,62;1320,62;0;1320,62;1320,62;1320,62;1320,62;4622,17;1320,62;1320,62;2201,04;2201,04;2201,04;2201,04;2201,04;2201;0;4050;NA;2019
"00000172803110500000";"0201";0;0;2000;2000;0;4000;2000;2000;2000;4000;2000;0;4666,66;4666,66;4666,66;4666,66;4666,66;4666,7;0;4160;NA;2019
"00000172803110600000";"0201";4000;0;0;0;0;0;0;0;0;0;0;0;0;4000;0;0;0;0;0;4190;NA;2019
