"receita";"uniorcam";"arrecadado_janeiro";"arrecadado_fevereiro";"arrecadado_marco";"arrecadado_abril";"arrecadado_maio";"arrecadado_junho";"arrecadado_julho";"arrecadado_agosto";"arrecadado_setembro";"arrecadado_outubro";"arrecadado_novembro";"arrecadado_dezembro";"meta_1bim";"meta_2bim";"meta_3bim";"meta_4bim";"meta_5bim";"meta_6bim";"caracteristica_peculiar_receita";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000917200000000000";"0201";-160641,31;-114983,42;-131909,36;-160504,37;-156175,37;-100836,14;-171201,29;-105386,78;-143250,49;-165817,3;-126902,9;-229879,5;-237303,01;-295896,76;-267239,98;-263176,72;-265330,18;-318750,82;0;0;NA;2018
"00000917280000000000";"0201";-160641,31;-114983,42;-131909,36;-160504,37;-156175,37;-100836,14;-171201,29;-105386,78;-143250,49;-165817,3;-126902,9;-229879,5;-237303,01;-295896,76;-267239,98;-263176,72;-265330,18;-318750,82;0;0;NA;2018
"00000917280100000000";"0201";-160641,31;-114983,42;-126909,36;-160504,37;-156175,37;-100836,14;-171201,29;-105386,78;-143250,49;-165817,3;-126902,9;-229879,5;-237303,01;-295896,76;-267239,98;-263176,72;-265330,18;-318750,82;0;0;NA;2018
"00000917280110000000";"0201";-129994,16;-105712,58;-115207,08;-125291,88;-147322,71;-94815,15;-167643,01;-101233,09;-139848,46;-162483,35;-124876,02;-211844,18;-209692,89;-263807,49;-245347,73;-252258,17;-259485,77;-303590,48;0;0;NA;2018
"00000917280111000000";"0201";-129994,16;-105712,58;-115207,08;-125291,88;-147322,71;-94815,15;-167643,01;-101233,09;-139848,46;-162483,35;-124876,02;-211844,18;-209692,89;-263807,49;-245347,73;-252258,17;-259485,77;-303590,48;0;0;NA;2018
"00000917280111040000";"0201";-129994,16;-105712,58;-115207,08;-125291,88;-147322,71;-94815,15;-167643,01;-101233,09;-139848,46;-162483,35;-124876,02;-211844,18;-209692,89;-263807,49;-245347,73;-252258,17;-259485,77;-303590,48;105;31;NA;2018
"00000917280120000000";"0201";-28388,08;-7107,39;-9962,63;-33340,51;-6834,94;-4035,38;-1759,79;-2147,41;-1594,76;-1189,24;-106,39;-15996,98;-23691,72;-28872,59;-18444,7;-7601,96;-2173,38;-11203,62;0;0;NA;2018
"00000917280121000000";"0201";-28388,08;-7107,39;-9962,63;-33340,51;-6834,94;-4035,38;-1759,79;-2147,41;-1594,76;-1189,24;-106,39;-15996,98;-23691,72;-28872,59;-18444,7;-7601,96;-2173,38;-11203,62;0;0;NA;2018
"00000917280121040000";"0201";-28388,08;-7107,39;-9962,63;-33340,51;-6834,94;-4035,38;-1759,79;-2147,41;-1594,76;-1189,24;-106,39;-15996,98;-23691,72;-28872,59;-18444,7;-7601,96;-2173,38;-11203,62;105;31;NA;2018
"00000917280130000000";"0201";-2259,07;-2163,45;-1739,65;-1871,98;-2017,72;-1985,61;-1798,49;-2006,28;-1807,27;-2144,71;-1920,49;-2038,34;-3918,4;-3216,68;-3447,55;-3316,59;-3671,03;-3956,72;0;0;NA;2018
"00000917280131000000";"0201";-2259,07;-2163,45;-1739,65;-1871,98;-2017,72;-1985,61;-1798,49;-2006,28;-1807,27;-2144,71;-1920,49;-2038,34;-3918,4;-3216,68;-3447,55;-3316,59;-3671,03;-3956,72;0;0;NA;2018
"00000917280131040000";"0201";-2259,07;-2163,45;-1739,65;-1871,98;-2017,72;-1985,61;-1798,49;-2006,28;-1807,27;-2144,71;-1920,49;-2038,34;-3918,4;-3216,68;-3447,55;-3316,59;-3671,03;-3956,72;105;31;NA;2018
"00000917281000000000";"0201";0;0;-5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000917281020000000";"0201";0;0;-5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000917281021000000";"0201";0;0;-5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000917281021010000";"0201";0;0;-5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2018
"00000917281021010100";"0201";0;0;-5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1017;NA;2018
"00000920000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-33369,22;0;0;0;0;0;0;0;0;NA;2018
"00000924000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;0;0;NA;2018
"00000924100000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;0;0;NA;2018
"00000924180000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;0;0;NA;2018
"00000924181000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;0;0;NA;2018
"00000924181090000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;0;0;NA;2018
"00000924181091000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;0;0;NA;2018
"00000924181091010000";"0201";0;0;0;0;0;0;0;0;0;0;0;-31850;0;0;0;0;0;0;109;1204;NA;2018
"00000929000000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-1519,22;0;0;0;0;0;0;0;0;NA;2018
"00000929900000000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-1519,22;0;0;0;0;0;0;0;0;NA;2018
"00000929900010000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-1519,22;0;0;0;0;0;0;0;0;NA;2018
"00000929900011000000";"0201";0;0;0;0;0;0;0;0;0;0;0;-1519,22;0;0;0;0;0;0;0;0;NA;2018
"00000929900011020000";"0201";0;0;0;0;0;0;0;0;0;0;0;-1519,22;0;0;0;0;0;0;0;0;NA;2018
"00000929900011020200";"0201";0;0;0;0;0;0;0;0;0;0;0;-184,81;0;0;0;0;0;0;109;1204;NA;2018
"00000929900011020300";"0201";0;0;0;0;0;0;0;0;0;0;0;-1334,41;0;0;0;0;0;0;109;1204;NA;2018
"00000100000000000000";"0201";2680739,45;2190843,01;2167592,89;2676002,71;2771313,52;3140292,89;2662634,69;2050533,85;2412018,7;2579915,12;2168041,65;4212176,83;4850636,6;4832247,7;5097980,42;5702666,93;4420906,08;6139243,07;0;0;NA;2019
"00000110000000000000";"0201";224040,2;116345,49;159805,18;199387,42;277167,93;755501,92;225493,07;115963,01;209507,32;108719,9;171838,79;165694,37;344300,68;429773,54;633597,77;628386,83;362990,28;422559,67;0;0;NA;2019
"00000111000000000000";"0201";222184,93;111011,83;154307,07;195242,01;272069,25;749957,55;220143,85;109127,08;185463,16;100864,81;166726,26;158227,94;337462,66;422935,52;626759,75;621548,81;356152,26;415721,64;0;0;NA;2019
"00000111300000000000";"0201";58949,5;43712,05;48368,68;45525,27;68834,48;45051,37;48476,99;44274,23;45745,99;46200,09;45001,63;89586,08;101186,78;101186,78;101186,78;101186,78;101186,78;151780,04;0;0;NA;2019
"00000111303000000000";"0201";58949,5;43712,05;48368,68;45525,27;68834,48;45051,37;48476,99;44274,23;45745,99;46200,09;45001,63;89586,08;101186,78;101186,78;101186,78;101186,78;101186,78;151780,04;0;0;NA;2019
"00000111303100000000";"0201";58949,5;43712,05;48368,68;45525,27;43735,95;45051,37;44077,77;44274,23;45745,99;46200,09;45001,63;89586,08;101186,78;101186,78;101186,78;101186,78;101186,78;151780,04;0;0;NA;2019
"00000111303110000000";"0201";58949,5;43712,05;48368,68;45525,27;43735,95;45051,37;44077,77;44274,23;45745,99;46200,09;45001,63;89586,08;101186,78;101186,78;101186,78;101186,78;101186,78;151780,04;0;0;NA;2019
"00000111303110100000";"0201";48090,99;35743,75;35325,86;35098,87;35095,62;36663,92;35674,83;35467,1;37135,68;35930,07;34806,15;69742,34;86152,32;86152,32;86152,32;86152,32;86152,32;129228,45;0;0;NA;2019
"00000111303110101000";"0201";28854,59;21446,25;21195,51;21059,32;21057,37;21998,35;21404,9;21280,25;22281,41;21558,04;20883,69;41845,41;51691,4;51691,4;51691,4;51691,4;51691,4;77537,03;0;1;NA;2019
"00000111303110102000";"0201";12022,75;8935,94;8831,47;8774,72;8773,91;9165,98;8918,71;8866,78;9283,92;8982,52;8701,54;17435,58;21538,08;21538,08;21538,08;21538,08;21538,08;32307,11;0;20;NA;2019
"00000111303110103000";"0201";7213,65;5361,56;5298,88;5264,83;5264,34;5499,59;5351,22;5320,07;5570,35;5389,51;5220,92;10461,35;12922,84;12922,84;12922,84;12922,84;12922,84;19384,31;0;40;NA;2019
"00000111303110200000";"0201";5122,16;3180,85;2606,81;5002,04;2690,92;2438,04;2453,53;2857,72;2660,9;2690,91;2941,81;5739,16;6321,68;6321,68;6321,68;6321,68;6321,68;9482,48;0;0;NA;2019
"00000111303110201000";"0201";3073,3;1908,51;1564,09;3001,22;1614,55;1462,82;1472,12;1714,63;1596,53;1614,54;1765,09;3443,48;3793;3793;3793;3793;3793;5689,53;0;1;NA;2019
"00000111303110202000";"0201";1280,54;795,21;651,7;1250,51;672,73;609,51;613,38;714,43;665,23;672,73;735,45;1434,8;1580,42;1580,42;1580,42;1580,42;1580,42;2370,62;0;20;NA;2019
"00000111303110203000";"0201";768,32;477,13;391,02;750,31;403,64;365,71;368,03;428,66;399,14;403,64;441,27;860,88;948,26;948,26;948,26;948,26;948,26;1422,33;0;40;NA;2019
"00000111303110300000";"0201";5736,35;4787,45;10436,01;5424,36;5949,41;5949,41;5949,41;5949,41;5949,41;7579,11;7253,67;14104,58;8712,78;8712,78;8712,78;8712,78;8712,78;13069,11;0;0;NA;2019
"00000111303110301000";"0201";3441,81;2872,47;6261,61;3254,62;3569,65;3569,65;3569,65;3569,65;3569,65;4547,46;4352,2;8462,74;5227,66;5227,66;5227,66;5227,66;5227,66;7841,51;0;1;NA;2019
"00000111303110302000";"0201";1434,09;1196,86;2609;1356,09;1487,35;1487,35;1487,35;1487,35;1487,35;1894,78;1813,42;3526,15;2178,2;2178,2;2178,2;2178,2;2178,2;3267,25;0;20;NA;2019
"00000111303110303000";"0201";860,45;718,12;1565,4;813,65;892,41;892,41;892,41;892,41;892,41;1136,87;1088,05;2115,69;1306,92;1306,92;1306,92;1306,92;1306,92;1960,35;0;40;NA;2019
"00000111303400000000";"0201";0;0;0;0;25098,53;0;4399,22;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2019
"00000111303410000000";"0201";0;0;0;0;25098,53;0;4399,22;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2019
"00000111303410100000";"0201";0;0;0;0;25098,53;0;4399,22;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2019
"00000111303410101000";"0201";0;0;0;0;15059,12;0;2639,51;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000111303410102000";"0201";0;0;0;0;6274,63;0;1099,82;0;0;0;0;0;0;0;0;0;0;0;0;20;NA;2019
"00000111303410103000";"0201";0;0;0;0;3764,78;0;659,89;0;0;0;0;0;0;0;0;0;0;0;0;40;NA;2019
"00000111800000000000";"0201";163235,43;67299,78;105938,39;149716,74;203234,77;704906,18;171666,86;64852,85;139717,17;54664,72;121724,63;68641,86;236275,88;321748,74;525572,97;520362,03;254965,48;263941,6;0;0;NA;2019
"00000111801000000000";"0201";135484,15;44137,73;77728,02;119351,76;171211,75;678293,86;146008,45;36569,58;97656,9;21057,65;90768,05;32508,57;182497,12;267969,98;471794,21;466583,27;201186,72;210162,88;0;0;NA;2019
"00000111801100000000";"0201";5164,15;7102,73;46129,02;57656,76;95574,75;226833,54;28339,45;12051,58;10713,9;8217,65;3726,05;11058,57;15830,46;101303,32;305127,55;32916,61;34520,06;43496,18;0;0;NA;2019
"00000111801110000000";"0201";0;0;32711,61;47350,07;88005,28;216209,09;11221,9;5455,12;3520,15;1333,01;692,05;3567,42;893,28;86366,14;290168,48;17840,95;19405,38;28348,38;0;0;NA;2019
"00000111801110100000";"0201";0;0;19626,71;28409,8;52802,68;129724,11;6733,08;3272,97;2112,07;799,8;415,24;2140,43;535,96;51819,69;174101,09;10704,57;11643,23;17009,03;0;1;NA;2019
"00000111801110200000";"0201";0;0;8178,1;11837,71;22001,75;54053,26;2805,54;1363,85;880,05;333,26;173,01;891,89;223,32;21591,53;72542,12;4460,24;4851,35;7087,09;0;20;NA;2019
"00000111801110300000";"0201";0;0;4906,8;7102,56;13200,85;32431,72;1683,28;818,3;528,03;199,95;103,8;535,1;134;12954,92;43525,27;2676,14;2910,8;4252,26;0;40;NA;2019
"00000111801120000000";"0201";0;0;0;0;0;111,08;947,68;509,87;527,53;215,57;122,24;669,95;518,08;518,08;539,97;656,56;695,58;728,71;0;0;NA;2019
"00000111801120100000";"0201";0;0;0;0;0;66,6;568,58;305,88;316,49;129,34;73,33;401,96;365,7;365,7;365,7;365,7;365,7;365,68;0;1;NA;2019
"00000111801120200000";"0201";0;0;0;0;0;27,79;236,97;127,5;131,9;53,89;30,57;167,5;152,38;152,38;152,38;152,38;152,38;152,35;0;20;NA;2019
"00000111801120300000";"0201";0;0;0;0;0;16,69;142,13;76,49;79,14;32,34;18,34;100,49;0;0;21,89;138,48;177,5;210,68;0;40;NA;2019
"00000111801130000000";"0201";4204,41;5467,47;9965,63;7548,65;6001,41;8192;10716,94;5141,98;5279,31;4807,43;2463,06;5426,87;10608,02;10608,02;10608,02;10608,02;10608,02;10608,03;0;0;NA;2019
"00000111801130100000";"0201";2522,59;3280,33;5979,25;4529,09;3600,76;4915,09;6429,99;3085,07;3167,48;2884,35;1477,77;3255,97;6364,82;6364,82;6364,82;6364,82;6364,82;6364,78;0;1;NA;2019
"00000111801130200000";"0201";1051,16;1366,97;2491,53;1887,21;1500,45;2048,08;2679,35;1285,58;1319,9;1201,94;615,8;1356,83;2652;2652;2652;2652;2652;2652,03;0;20;NA;2019
"00000111801130300000";"0201";630,66;820,17;1494,85;1132,35;900,2;1228,83;1607,6;771,33;791,93;721,14;369,49;814,07;1591,2;1591,2;1591,2;1591,2;1591,2;1591,22;0;40;NA;2019
"00000111801140000000";"0201";959,74;1635,26;3451,78;2758,04;1568,06;2321,37;5452,93;944,61;1386,91;1861,64;448,7;1394,33;3811,08;3811,08;3811,08;3811,08;3811,08;3811,06;0;0;NA;2019
"00000111801140100000";"0201";575,83;981,1;2071;1654,78;940,75;1392,81;3271,73;566,71;832,09;1116,9;269,19;836,55;2286,64;2286,64;2286,64;2286,64;2286,64;2286,67;0;1;NA;2019
"00000111801140200000";"0201";239,97;408,87;863;689,54;392,09;580,36;1363,26;236,21;346,76;465,46;112,21;348,64;952,78;952,78;952,78;952,78;952,78;952,72;0;20;NA;2019
"00000111801140300000";"0201";143,94;245,29;517,78;413,72;235,22;348,2;817,94;141,69;208,06;279,28;67,3;209,14;571,66;571,66;571,66;571,66;571,66;571,67;0;40;NA;2019
"00000111801400000000";"0201";130320;37035;31599;61695;75637;451460,32;117669;24518;86943;12840;87042;21450;166666,66;166666,66;166666,66;433666,66;166666,66;166666,7;0;0;NA;2019
"00000111801410000000";"0201";130320;37035;31599;61695;75637;451460,32;117669;24518;86943;12840;87042;21450;166666,66;166666,66;166666,66;433666,66;166666,66;166666,7;0;0;NA;2019
"00000111801410100000";"0201";78192;22221;18959,4;37017;45382,2;270876,19;70601,4;14710,8;52165,8;7704;52225,2;12870;1e+05;1e+05;1e+05;367000;1e+05;1e+05;0;1;NA;2019
"00000111801410200000";"0201";32580;9258,75;7899,75;15423,75;18909,25;112865,08;29417,25;6129,5;21735,75;3210;21760,5;5362,5;41666,66;41666,66;41666,66;41666,66;41666,66;41666,7;0;20;NA;2019
"00000111801410300000";"0201";19548;5555,25;4739,85;9254,25;11345,55;67719,05;17650,35;3677,7;13041,45;1926;13056,3;3217,5;25000;25000;25000;25000;25000;25000;0;40;NA;2019
"00000111802000000000";"0201";27751,28;23162,05;28210,37;30364,98;32023,02;26612,32;25658,41;28283,27;42060,27;33607,07;30956,58;36133,29;53778,76;53778,76;53778,76;53778,76;53778,76;53778,72;0;0;NA;2019
"00000111802300000000";"0201";27751,28;23162,05;28210,37;30364,98;32023,02;26612,32;25658,41;28283,27;42060,27;33607,07;30956,58;36133,29;53778,76;53778,76;53778,76;53778,76;53778,76;53778,72;0;0;NA;2019
"00000111802310000000";"0201";27175,13;22843,71;28095,85;30252,03;31532,8;26353,65;25523,62;28204,37;41877,16;32797,79;30854,56;35516,65;53166,38;53166,38;53166,38;53166,38;53166,38;53166,38;0;0;NA;2019
"00000111802310100000";"0201";16305,06;13706,2;16857,46;18151,16;18919,6;15812,14;15314,05;16922,52;25126,24;19678,53;18512,65;21309,81;31899,82;31899,82;31899,82;31899,82;31899,82;31899,87;0;1;NA;2019
"00000111802310200000";"0201";6793,8;5710,95;7024,01;7563,06;7883,27;6588,45;6381,02;7051,16;10469,33;8199,53;7713,7;8879,29;13291,6;13291,6;13291,6;13291,6;13291,6;13291,57;0;20;NA;2019
"00000111802310300000";"0201";4076,27;3426,56;4214,38;4537,81;4729,93;3953,06;3828,55;4230,69;6281,59;4919,73;4628,21;5327,55;7974,96;7974,96;7974,96;7974,96;7974,96;7974,94;0;40;NA;2019
"00000111802320000000";"0201";576,15;318,34;114,52;112,95;335,13;148,67;134,79;78,9;125,02;181,39;102,02;190,54;553,02;553,02;553,02;553,02;553,02;552,98;0;0;NA;2019
"00000111802320100000";"0201";345,68;191;68,71;67,77;201,08;89,2;80,87;47,33;75,01;108,82;61,21;114,31;331,8;331,8;331,8;331,8;331,8;331,85;0;1;NA;2019
"00000111802320200000";"0201";144,04;79,59;28,63;28,24;83,78;37,17;33,7;19,73;31,26;45,36;25,51;47,64;138,26;138,26;138,26;138,26;138,26;138,22;0;20;NA;2019
"00000111802320300000";"0201";86,43;47,75;17,18;16,94;50,27;22,3;20,22;11,84;18,75;27,21;15,3;28,59;82,96;82,96;82,96;82,96;82,96;82,91;0;40;NA;2019
"00000111802330000000";"0201";0;0;0;0;126,38;91,7;0;0;50,28;475,24;0;214,64;45,9;45,9;45,9;45,9;45,9;45,82;0;0;NA;2019
"00000111802330100000";"0201";0;0;0;0;75,82;55,01;0;0;30,17;285,14;0;128,78;27,54;27,54;27,54;27,54;27,54;27,49;0;1;NA;2019
"00000111802330200000";"0201";0;0;0;0;31,6;22,93;0;0;12,57;118,81;0;53,66;11,48;11,48;11,48;11,48;11,48;11,43;0;20;NA;2019
"00000111802330300000";"0201";0;0;0;0;18,96;13,76;0;0;7,54;71,29;0;32,2;6,88;6,88;6,88;6,88;6,88;6,9;0;40;NA;2019
"00000111802340000000";"0201";0;0;0;0;28,71;18,3;0;0;7,81;152,65;0;211,46;13,46;13,46;13,46;13,46;13,46;13,54;0;0;NA;2019
"00000111802340100000";"0201";0;0;0;0;17,22;10,97;0;0;4,69;91,6;0;126,87;8,08;8,08;8,08;8,08;8,08;8,1;0;1;NA;2019
"00000111802340200000";"0201";0;0;0;0;7,18;4,58;0;0;1,95;38,16;0;52,87;3,36;3,36;3,36;3,36;3,36;3,41;0;20;NA;2019
"00000111802340300000";"0201";0;0;0;0;4,31;2,75;0;0;1,17;22,89;0;31,72;2,02;2,02;2,02;2,02;2,02;2,03;0;40;NA;2019
"00000112000000000000";"0201";1855,27;5333,66;5498,11;4145,41;5098,68;5544,37;5349,22;6835,93;24044,16;7855,09;5112,53;7466,43;6838,02;6838,02;6838,02;6838,02;6838,02;6838,03;0;0;NA;2019
"00000112200000000000";"0201";767,99;2183,19;2481;1502,98;1805;1144;1113,48;1665;1223;1236,22;1719,86;1927,26;0;0;0;0;0;0;0;0;NA;2019
"00000112201000000000";"0201";767,99;2183,19;2481;1502,98;1805;1144;1113,48;1665;1223;1236,22;1719,86;1927,26;0;0;0;0;0;0;0;0;NA;2019
"00000112201100000000";"0201";767,99;2183,19;2481;1502,98;1805;1144;1113,48;1665;1223;1236,22;1719,86;1927,26;0;0;0;0;0;0;0;0;NA;2019
"00000112201110000000";"0201";760;2179,83;2481;1502;1805;1144;1113;1665;1223;1236;1719;1924;0;0;0;0;0;0;0;0;NA;2019
"00000112201110100000";"0201";760;2179,83;2481;1502;1805;1144;1113;1665;1223;1236;1719;1924;0;0;0;0;0;0;0;1;NA;2019
"00000112201120000000";"0201";0;3,36;0;0,98;0;0;0,48;0;0;0,22;0,86;3,26;0;0;0;0;0;0;0;0;NA;2019
"00000112201120100000";"0201";0;3,36;0;0,98;0;0;0,48;0;0;0,22;0,86;3,26;0;0;0;0;0;0;0;1;NA;2019
"00000112201130000000";"0201";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2019
"00000112201130100000";"0201";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000112201140000000";"0201";0,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;2019
"00000112201140100000";"0201";0,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000112800000000000";"0201";1087,28;3150,47;3017,11;2642,43;3293,68;4400,37;4235,74;5170,93;22821,16;6618,87;3392,67;5539,17;6838,02;6838,02;6838,02;6838,02;6838,02;6838,03;0;0;NA;2019
"00000112801000000000";"0201";1087,28;3150,47;3017,11;2642,43;3293,68;4400,37;4235,74;5170,93;22821,16;6618,87;3392,67;5539,17;6838,02;6838,02;6838,02;6838,02;6838,02;6838,03;0;0;NA;2019
"00000112801100000000";"0201";248,65;242;605;0;0;121;242;363;484;363;242;618,31;871,38;871,38;871,38;871,38;871,38;871,42;0;0;NA;2019
"00000112801110000000";"0201";121;242;605;0;0;121;242;363;484;363;242;605;871,38;871,38;871,38;871,38;871,38;871,42;0;1;NA;2019
"00000112801120000000";"0201";0;0;0;0;0;0;0;0;0;0;0;13,31;0;0;0;0;0;0;0;1;NA;2019
"00000112801130000000";"0201";112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000112801140000000";"0201";15,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000112801900000000";"0201";838,63;2908,47;2412,11;2642,43;3293,68;4279,37;3993,74;4807,93;22337,16;6255,87;3150,67;4920,86;5966,64;5966,64;5966,64;5966,64;5966,64;5966,61;0;0;NA;2019
"00000112801910000000";"0201";221;2143;1098;2099;2592;3899;3615;4659;21866;5608;2802;4402;5966,64;5966,64;5966,64;5966,64;5966,64;5966,61;0;0;NA;2019
"00000112801910100000";"0201";93;504;168;255;215;1341;1028;1978;20666;3830;479;739;0;0;0;0;0;0;0;1;NA;2019
"00000112801910300000";"0201";42;628;504;306;215;583;1523;1797;348;995;832;2610;0;0;0;0;0;0;0;1;NA;2019
"00000112801910400000";"0201";0;0;0;0;0;0;0;0;0;0;0;0;5966,64;5966,64;5966,64;5966,64;5966,64;5966,61;0;1;NA;2019
"00000112801910500000";"0201";86;752;0;749;2012;1510;823;124;310;450;1068;447;0;0;0;0;0;0;0;1005;NA;2019
"00000112801910600000";"0201";0;259;374;633;98;413;241;760;542;281;371;554;0;0;0;0;0;0;0;1;NA;2019
"00000112801910700000";"0201";0;0;52;156;52;52;0;0;0;52;52;52;0;0;0;0;0;0;0;1;NA;2019
"00000112801920000000";"0201";0;0;0;1,82;0;0;0;0;0;70,05;47,16;137,03;0;0;0;0;0;0;0;0;NA;2019
"00000112801920100000";"0201";0;0;0;0;0;0;0;0;0;67,58;29,42;66,47;0;0;0;0;0;0;0;1;NA;2019
"00000112801920300000";"0201";0;0;0;0;0;0;0;0;0;1,4;17,74;70,56;0;0;0;0;0;0;0;1;NA;2019
"00000112801920600000";"0201";0;0;0;0;0;0;0;0;0;1,07;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000112801920700000";"0201";0;0;0;1,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;2019
"00000112801930000000";"0201";456,09;496,58;1031,84;439,52;586,31;327,6;327,62;123,52;386,31;447,25;247,06;280,86;0;0;0;0;0;0;0;0;NA;2019
"00000112801930100000";"0201";456,09;496,58;1031,84;439,52;586,31;327,6;327,62;123,52;386,31;447,25;247,06;280,86;0;0;0;0;0;0;0;1;NA;2019
"00000112801940000000";"0201";161,54;268,89;282,27;102,09;115,37;52,77;51,12;25,41;84,85;130,57;54,45;100,97;0;0;0;0;0;0;0;0;NA;2019
"00000112801940100000";"0201";161,54;268,89;282,27;102,09;115,37;52,77;51,12;25,41;84,85;130,57;54,45;100,97;0;0;0;0;0;0;0;1;NA;2019
"00000120000000000000";"0201";15085,79;88277,28;81633,29;82190,29;83008,95;82605,84;80247,75;80900,12;78721,26;79058,16;80325,28;212742,36;202194,21;146630,03;147498,38;144967,46;143183,37;141056,95;0;0;NA;2019
"00000121000000000000";"0201";0;73972,2;62982,21;63687,86;65853,47;65136,36;65229,17;65719,05;64833,21;65834,59;66484,63;198130,26;177256,58;118171,06;118171,06;118171,06;118171,06;118171,02;0;0;NA;2019
"00000121800000000000";"0201";0;73972,2;62982,21;63687,86;65853,47;65136,36;65229,17;65719,05;64833,21;65834,59;66484,63;198130,26;177256,58;118171,06;118171,06;118171,06;118171,06;118171,02;0;0;NA;2019
"00000121801000000000";"0201";0;73972,2;62982,21;63687,86;65853,47;65136,36;65229,17;65719,05;64833,21;65834,59;66484,63;198130,26;177256,58;118171,06;118171,06;118171,06;118171,06;118171,02;0;0;NA;2019
"00000121801100000000";"0201";0;73972,2;62982,21;63687,86;65797,54;64826,52;64919,33;65409,21;64833,21;65524,75;66174,79;197200,74;177256,58;118171,06;118171,06;118171,06;118171,06;118171,02;0;0;NA;2019
"00000121801110000000";"1201";0;73972,2;62982,21;63687,86;65797,54;64826,52;64919,33;65409,21;64833,21;65524,75;66174,79;197200,74;177256,58;118171,06;118171,06;118171,06;118171,06;118171,02;0;50;NA;2019
"00000121801300000000";"0201";0;0;0;0;55,93;309,84;309,84;309,84;0;309,84;309,84;929,52;0;0;0;0;0;0;0;0;NA;2019
"00000121801310000000";"1201";0;0;0;0;55,93;309,84;309,84;309,84;0;309,84;309,84;929,52;0;0;0;0;0;0;0;50;NA;2019
"00000124000000000000";"0201";15085,79;14305,08;18651,08;18502,43;17155,48;17469,48;15018,58;15181,07;13888,05;13223,57;13840,65;14612,1;24937,63;28458,97;29327,32;26796,4;25012,31;22885,93;0;0;NA;2019
"00000124000100000000";"0201";15085,79;14305,08;18651,08;18502,43;17155,48;17469,48;15018,58;15181,07;13888,05;13223,57;13840,65;14612,1;24937,63;28458,97;29327,32;26796,4;25012,31;22885,93;0;0;NA;2019
"00000124000110000000";"0201";15085,79;14305,08;18651,08;18502,43;17155,48;17469,48;15018,58;15181,07;13888,05;13223,57;13840,65;14612,1;24937,63;28458,97;29327,32;26796,4;25012,31;22885,93;0;1;NA;2019
"00000130000000000000";"0201";517989,86;119592,66;134845,31;234067,94;488377,4;509903,3;251471,69;91048,11;431025,12;467401,75;36323,14;280065,01;407480,5;407480,5;407542,51;407808,72;409617,29;412461,5;0;0;NA;2019
"00000131000000000000";"0201";14696,86;14122,35;14920;14920;18064,34;14920;15977,58;17470,98;15422,03;14920;15178,88;16179,48;31365,02;31365,02;31365,02;31365,02;31365,02;31365,04;0;0;NA;2019
"00000131001000000000";"0201";14696,86;14122,35;14920;14920;18064,34;14920;15977,58;17470,98;15422,03;14920;15178,88;16179,48;31365,02;31365,02;31365,02;31365,02;31365,02;31365,04;0;0;NA;2019
"00000131001100000000";"0201";14696,86;14122,35;14920;14920;18064,34;14920;15977,58;17470,98;15422,03;14920;15178,88;16179,48;31365,02;31365,02;31365,02;31365,02;31365,02;31365,04;0;0;NA;2019
